title,url,year,authors,venue,type,access,key,ee
Secure protocols for smart contract based insurance services.,https://dblp.org/rec/journals/es/WiluszW22,2022,"['Daniel Wilusz', 'Adam Wójtowicz']",Expert Syst. J. Knowl. Eng.,Journal Articles,closed,journals/es/WiluszW22,https://doi.org/10.1111/exsy.12950
Smart-contract enabled decentralized knowledge fusion for blockchain-based conversation system.,https://dblp.org/rec/journals/eswa/YangGBK22,2022,"['Wenli Yang', 'Saurabh Garg 0001', 'Quan Bai', 'Byeong Kang 0001']",Expert Syst. Appl.,Journal Articles,closed,journals/eswa/YangGBK22,https://doi.org/10.1016/j.eswa.2022.117089
Role-based Access Control Video Surveillance Mechanism Modeling in Smart Contract Environment.,https://dblp.org/rec/journals/ett/KimP22,2022,"['Jinsu Kim', 'Namje Park']",Trans. Emerg. Telecommun. Technol.,Journal Articles,closed,journals/ett/KimP22,https://doi.org/10.1002/ett.4227
Secure smart contracts for cloud-based manufacturing using Ethereum blockchain.,https://dblp.org/rec/journals/ett/KumarANGSC22,2022,"['Ajay Kumar', 'Kumar Abhishek 0004', 'Pranav Nerurkar', 'Muhammad Rukunuddin Ghalib', 'Achyut Shankar', 'Xiaochun Cheng']",Trans. Emerg. Telecommun. Technol.,Journal Articles,closed,journals/ett/KumarANGSC22,https://doi.org/10.1002/ett.4129
Review of Automated Vulnerability Analysis of Smart Contracts on Ethereum.,https://dblp.org/rec/journals/fbloc/RamederAS22,2022,"['Heidelinde Rameder', 'Monika Di Angelo', 'Gernot Salzer']",Frontiers Blockchain,Journal Articles,open,journals/fbloc/RamederAS22,https://doi.org/10.3389/fbloc.2022.814977
Blockchain-enabled fraud discovery through abnormal smart contract detection on Ethereum.,https://dblp.org/rec/journals/fgcs/LiuTBPL22,2022,"['Lin Liu', 'Wei-Tek Tsai', 'Md. Zakirul Alam Bhuiyan', 'Hao Peng', 'Mingsheng Liu']",Future Gener. Comput. Syst.,Journal Articles,closed,journals/fgcs/LiuTBPL22,https://doi.org/10.1016/j.future.2021.08.023
A blockchain-based application for genomic access and variant discovery using smart contracts and homomorphic encryption.,https://dblp.org/rec/journals/fgcs/YakubuC22,2022,"['Abukari Mohammed Yakubu', 'Yi-Ping Phoebe Chen']",Future Gener. Comput. Syst.,Journal Articles,closed,journals/fgcs/YakubuC22,https://doi.org/10.1016/j.future.2022.07.012
Multiple access control scheme for EHRs combining edge computing with smart contracts.,https://dblp.org/rec/journals/fgcs/YangSLWW22,2022,"['Yifan Yang', 'Run-Hua Shi', 'Kunchang Li', 'Zhiwei Wu', 'Shuhao Wang']",Future Gener. Comput. Syst.,Journal Articles,closed,journals/fgcs/YangSLWW22,https://doi.org/10.1016/j.future.2021.11.002
Toward Vulnerability Detection for Ethereum Smart Contracts Using Graph-Matching Network.,https://dblp.org/rec/journals/fi/ZhangL22,2022,"['Yujian Zhang', 'Daifu Liu']",Future Internet,Journal Articles,open,journals/fi/ZhangL22,https://doi.org/10.3390/fi14110326
Formal Verification of Fair Exchange Based on Bitcoin Smart Contracts.,https://dblp.org/rec/journals/ieiceta/ShiY22,2022,"['Cheng Shi', 'Kazuki Yoneyama']",IEICE Trans. Fundam. Electron. Commun. Comput. Sci.,Journal Articles,closed,journals/ieiceta/ShiY22,https://doi.org/10.1587/transfun.2021cip0005
Operations Smart Contract to Realize Decentralized System Operations Workflow for Consortium Blockchain.,https://dblp.org/rec/journals/ieicetb/SatoSH22,2022,"['Tatsuya Sato', 'Taku Shimosawa', 'Yosuke Himura']",IEICE Trans. Commun.,Journal Articles,closed,journals/ieicetb/SatoSH22,https://doi.org/10.1587/transcom.2021tmp0008
Secure Blockchain Interworking Using Extended Smart Contract.,https://dblp.org/rec/journals/ieicetd/FujimotoTH22,2022,"['Shingo Fujimoto', 'Takuma Takeuchi', 'Yoshiki Higashikado']",IEICE Trans. Inf. Syst.,Journal Articles,closed,journals/ieicetd/FujimotoTH22,https://doi.org/10.1587/transinf.2021bcp0002
Trail: An Architecture for Compact UTXO-Based Blockchain and Smart Contract.,https://dblp.org/rec/journals/ieicetd/NagayamaBS22,2022,"['Ryunosuke Nagayama', 'Ryohei Banno', 'Kazuyuki Shudo']",IEICE Trans. Inf. Syst.,Journal Articles,closed,journals/ieicetd/NagayamaBS22,https://doi.org/10.1587/transinf.2021edp7139
A Privacy-Preserving Data Feed Scheme for Smart Contracts.,https://dblp.org/rec/journals/ieicetd/WangLGSS22,2022,"['Hao Wang 0007', 'Zhe Liu 0001', 'Chunpeng Ge', 'Kouichi Sakurai', 'Chunhua Su']",IEICE Trans. Inf. Syst.,Journal Articles,closed,journals/ieicetd/WangLGSS22,https://doi.org/10.1587/transinf.2021bci0001
The Automatic Generation of Smart Contract Based on Configuration in the Field of Government Services.,https://dblp.org/rec/journals/ieicetd/ZhangZZ22,2022,"['Yaoyu Zhang', 'Jiarui Zhang', 'Han Zhang']",IEICE Trans. Inf. Syst.,Journal Articles,closed,journals/ieicetd/ZhangZZ22,https://doi.org/10.1587/transinf.2022edp7016
Conformance evaluation of the top-100 Ethereum token smart contracts with Ethereum Request for Comment-20 functional specifications.,https://dblp.org/rec/journals/iet-sen/MoonP22,2022,"['Hyeon-Ah Moon', 'Sooyong Park']",IET Softw.,Journal Articles,open,journals/iet-sen/MoonP22,https://doi.org/10.1049/sfw2.12056
Privacy-preserving smart contracts for fuzzy WordNet-based document representation and clustering using regularised K-means method.,https://dblp.org/rec/journals/ijahuc/ThathaBH22,2022,"['Venkata Nagaraju Thatha', 'A. Sudhir Babu', 'D. Haritha']",Int. J. Ad Hoc Ubiquitous Comput.,Journal Articles,closed,journals/ijahuc/ThathaBH22,https://doi.org/10.1504/IJAHUC.2022.123521
Botract: abusing smart contracts and blockchain for botnet command and control.,https://dblp.org/rec/journals/ijics/AlibrahimM22,2022,"['Omar Alibrahim', 'Majid Malaika']",Int. J. Inf. Comput. Secur.,Journal Articles,closed,journals/ijics/AlibrahimM22,https://doi.org/10.1504/IJICS.2022.121295
Smart Contracts Security Threats and Solutions.,https://dblp.org/rec/journals/ijitwe/BriceD22,2022,"['Senou Mahugnon Rosaire Brice', 'Jules R. Dégila']",Int. J. Inf. Technol. Web Eng.,Journal Articles,open,journals/ijitwe/BriceD22,https://doi.org/10.4018/ijitwe.304048
Design and development of automobile assembly model using federated artificial intelligence with smart contract.,https://dblp.org/rec/journals/ijpr/ManimuthuVSSK22,2022,"['Arunmozhi Manimuthu', 'V. G. Venkatesh', 'Yangyan Shi', 'V. Raja Sreedharan', 'S. C. Lenny Koh']",Int. J. Prod. Res.,Journal Articles,open,journals/ijpr/ManimuthuVSSK22,https://doi.org/10.1080/00207543.2021.1988750
Smart Contracts for Decentralized Dynamic Spectrum Marketplaces.,https://dblp.org/rec/journals/ijwin/Polyzos22,2022,[],Int. J. Wirel. Inf. Networks,Journal Articles,closed,journals/ijwin/Polyzos22,https://doi.org/10.1007/s10776-022-00573-8
Detect and Mitigate Blockchain-Based DDoS Attacks Using Machine Learning and Smart Contracts.,https://dblp.org/rec/journals/informaticaSI/AljanabiMJQ22,2022,"['Yaser Issam Aljanabi', 'Aso Ahmed Majeed', 'Kamal H. Jihad', 'Banaz Anwer Qader']",Informatica,Journal Articles,open,journals/informaticaSI/AljanabiMJQ22,https://doi.org/10.31449/inf.v46i7.4033
Iraqi E-Voting System Based on Smart Contract Using Private Blockchain Technology.,https://dblp.org/rec/journals/informaticaSI/JumaaS22,2022,"['Maral Hassan Jumaa', 'Ahmed Chalak Shakir']",Informatica,Journal Articles,open,journals/informaticaSI/JumaaS22,https://doi.org/10.31449/inf.v46i6.4241
iContractML 2.0: A domain-specific language for modeling and deploying smart contracts onto multiple blockchain platforms.,https://dblp.org/rec/journals/infsof/HamdaqaMQ22,2022,"['Mohammad Hamdaqa', 'Lucas Alberto Pineda Met', 'Ilham Ahmed Qasse']",Inf. Softw. Technol.,Journal Articles,closed,journals/infsof/HamdaqaMQ22,https://doi.org/10.1016/j.infsof.2021.106762
DIM-DS: Dynamic Incentive Model for Data Sharing in Federated Learning Based on Smart Contracts and Evolutionary Game Theory.,https://dblp.org/rec/journals/iotj/ChenZWWLJCG22,2022,"['Yanru Chen', 'Yuanyuan Zhang', 'Shengwei Wang', 'Fan Wang', 'Yang Li', 'Yuming Jiang 0004', 'Liangyin Chen', 'Bing Guo']",IEEE Internet Things J.,Journal Articles,closed,journals/iotj/ChenZWWLJCG22,https://doi.org/10.1109/JIOT.2022.3191671
Trusted Resource Allocation Based on Smart Contracts for Blockchain-Enabled Internet of Things.,https://dblp.org/rec/journals/iotj/ChengHZYYX22,2022,"['Hongju Cheng', 'Qiaohong Hu', 'Xiaoqi Zhang', 'Zhiyong Yu 0001', 'Yang Yang 0026', 'Neil N. Xiong']",IEEE Internet Things J.,Journal Articles,closed,journals/iotj/ChengHZYYX22,https://doi.org/10.1109/JIOT.2021.3114438
Joint Content and Radio Access for the Internet of Things: A Smart-Contract-Based Trusted Framework.,https://dblp.org/rec/journals/iotj/HuZJ22,2022,"['Qiwei Hu', 'Guopeng Zheng', 'Tao Jiang 0002']",IEEE Internet Things J.,Journal Articles,closed,journals/iotj/HuZJ22,https://doi.org/10.1109/JIOT.2022.3163239
Toward Reliable and Confidential Release for Smart Contract via ID-Based TRE.,https://dblp.org/rec/journals/iotj/JiangQZ22a,2022,"['Peng Jiang', 'Baoqi Qiu', 'Liehuang Zhu']",IEEE Internet Things J.,Journal Articles,closed,journals/iotj/JiangQZ22a,https://doi.org/10.1109/JIOT.2021.3126340
ATOM: Architectural Support and Optimization Mechanism for Smart Contract Fast Update and Execution in Blockchain-Based IoT.,https://dblp.org/rec/journals/iotj/LiFJXLW22,2022,"['Tao Li 0022', 'Yaozheng Fang', 'Zhaolong Jian', 'Xueshuo Xie', 'Ye Lu', 'Guiling Wang 0001']",IEEE Internet Things J.,Journal Articles,closed,journals/iotj/LiFJXLW22,https://doi.org/10.1109/JIOT.2021.3106942
Learning Markets: An AI Collaboration Framework Based on Blockchain and Smart Contracts.,https://dblp.org/rec/journals/iotj/OuyangYW22,2022,"['Liwei Ouyang', 'Yong Yuan', 'Fei-Yue Wang 0001']",IEEE Internet Things J.,Journal Articles,closed,journals/iotj/OuyangYW22,https://doi.org/10.1109/JIOT.2020.3032706
Embedding Smart Contract in Blockchain Transactions to Improve Flexibility for the IoT.,https://dblp.org/rec/journals/iotj/SuGSS22,2022,"['Hong Su', 'Bing Guo', 'Yan Shen', 'Xinhua Suo']",IEEE Internet Things J.,Journal Articles,closed,journals/iotj/SuGSS22,https://doi.org/10.1109/JIOT.2022.3163582
Vulnerability Analysis of Smart Contract for Blockchain-Based IoT Applications: A Machine Learning Approach.,https://dblp.org/rec/journals/iotj/ZhouZZH022,2022,"['Qihao Zhou', 'Kan Zheng', 'Kuan Zhang', 'Lu Hou', 'Xianbin Wang 0001']",IEEE Internet Things J.,Journal Articles,closed,journals/iotj/ZhouZZH022,https://doi.org/10.1109/JIOT.2022.3196269
Medical blockchain: Data sharing and privacy preserving of EHR based on smart contract.,https://dblp.org/rec/journals/istr/LeeCLCT22,2022,"['Jung-San Lee', 'Chit-Jie Chew', 'Jo-Yun Liu', 'Ying-Chin Chen', 'Kuo-Yu Tsai']",J. Inf. Secur. Appl.,Journal Articles,closed,journals/istr/LeeCLCT22,https://doi.org/10.1016/j.jisa.2022.103117
An analysis of blockchain technology and smart contracts for Building Information Modeling.,https://dblp.org/rec/journals/itcon/ChungCL22,2022,"['In Bae Chung', 'Carlos H. Caldas', 'Fernanda Leite']",J. Inf. Technol. Constr.,Journal Articles,open,journals/itcon/ChungCL22,https://www.itcon.org/paper/2022/47
First Smart Contract Allowing Cryptoasset Recovery.,https://dblp.org/rec/journals/itiis/KimKL22,2022,"['Beomjoong Kim', 'Hyoung Joong Kim', 'Junghee Lee']",KSII Trans. Internet Inf. Syst.,Journal Articles,open,journals/itiis/KimKL22,https://doi.org/10.3837/tiis.2022.03.006
Confidential Ethereum Smart Contracts.,https://dblp.org/rec/journals/itpro/YuanHL22,2022,"['Michael Juntao Yuan', 'Nick Hynes', 'Ju Long']",IT Prof.,Journal Articles,closed,journals/itpro/YuanHL22,https://doi.org/10.1109/MITP.2022.3175690
Automated two-stage continuous decision support model using exploratory factor analysis-MACBETH-SMART: an application of contractor selection in public sector construction.,https://dblp.org/rec/journals/jaihc/KhosoYKAM22,2022,"['Ali Raza Khoso', 'Aminah Md Yusof', 'Shabir Hussain Khahro', 'Nur Izie Adiana Binti Abidin', 'Nafees Ahmed Memon']",J. Ambient Intell. Humaniz. Comput.,Journal Articles,closed,journals/jaihc/KhosoYKAM22,https://doi.org/10.1007/s12652-021-03186-w
Characterizing and Detecting Gas-Inefficient Patterns in Smart Contracts.,https://dblp.org/rec/journals/jcst/KongWHCZZH22,2022,"['Queping Kong', 'Zi-Yan Wang', 'Yuan Huang 0002', 'Xiangping Chen', 'Xiao-Cong Zhou', 'Zibin Zheng', 'Gang Huang 0001']",J. Comput. Sci. Technol.,Journal Articles,closed,journals/jcst/KongWHCZZH22,https://doi.org/10.1007/s11390-021-1674-4
A customer satisfaction centric food delivery system based on blockchain and smart contract.,https://dblp.org/rec/journals/jiat/TalukderMSPHR22,2022,"['A. A. Talha Talukder', 'Md. Anisul Islam Mahmud', 'Arbiya Sultana', 'Tahmid Hasan Pranto', 'A. K. M. Bahalul Haque', 'Rashedur M. Rahman']",J. Inf. Telecommun.,Journal Articles,open,journals/jiat/TalukderMSPHR22,https://doi.org/10.1080/24751839.2022.2117121
Towards user-centered and legally relevant smart-contract development: A systematic literature review.,https://dblp.org/rec/journals/jiii/DixitDDND22,2022,"['Abhishek Dixit', 'Vipin Deval', 'Vimal Kumar Dwivedi', 'Alex Norta', 'Dirk Draheim']",J. Ind. Inf. Integr.,Journal Articles,closed,journals/jiii/DixitDDND22,https://doi.org/10.1016/j.jii.2021.100314
Blockchain smart contracts for supply chain finance: Mapping the innovation potential in Australia-China beef supply chains.,https://dblp.org/rec/journals/jiii/NatanelovCFD22,2022,"['Valeri Natanelov', 'Shoufeng Cao', 'Marcus Foth', 'Uwe Dulleck']",J. Ind. Inf. Integr.,Journal Articles,closed,journals/jiii/NatanelovCFD22,https://doi.org/10.1016/j.jii.2022.100389
Smart contract based digital evidence management framework over blockchain for vehicle accident investigation in IoV era.,https://dblp.org/rec/journals/jksucis/PhilipS22,2022,"['Abin Oommen Philip', 'R. K. K. Saravanaguru']",J. King Saud Univ. Comput. Inf. Sci.,Journal Articles,open,journals/jksucis/PhilipS22,https://doi.org/10.1016/j.jksuci.2022.06.001
A smart contract logic to reduce hoax propagation across social media.,https://dblp.org/rec/journals/jksucis/TchakounteCAF22,2022,"['Franklin Tchakounté', 'Koudanbe Amadou Calvin', 'Ado Adamou Abba Ari', 'David Jaurès Fotsa-Mbogne']",J. King Saud Univ. Comput. Inf. Sci.,Journal Articles,open,journals/jksucis/TchakounteCAF22,https://doi.org/10.1016/j.jksuci.2020.09.001
"A lightweight approach to smart contracts supporting safety, security, and privacy.",https://dblp.org/rec/journals/jlap/OweF22,2022,"['Olaf Owe', 'Elahe Fazeldehkordi']",J. Log. Algebraic Methods Program.,Journal Articles,closed,journals/jlap/OweF22,https://doi.org/10.1016/j.jlamp.2022.100772
Towards a privacy-preserving smart contract-based data aggregation and quality-driven incentive mechanism for mobile crowdsensing.,https://dblp.org/rec/journals/jnca/YuMOL22,2022,"['Ruiyun Yu', 'Oguti Ann Move', 'Dennis Reagan Ochora', 'Shuchen Li']",J. Netw. Comput. Appl.,Journal Articles,closed,journals/jnca/YuMOL22,https://doi.org/10.1016/j.jnca.2022.103483
Electronic Healthcare Data Record Security Using Blockchain and Smart Contract.,https://dblp.org/rec/journals/js/NishiSKABGS22,2022,"['Farjana Khanam Nishi', 'Mahizebin Shams-E.-Mofiz', 'Mohammad Monirujjaman Khan', 'Abdulmajeed Alsufyani', 'Sami Bourouis', 'Punit Gupta', 'Dinesh Kumar Saini']",J. Sensors,Journal Articles,open,journals/js/NishiSKABGS22,https://doi.org/10.1155/2022/7299185
Anti-Collusion Multiparty Smart Contracts for Distributed Watchtowers in Payment Channel Networks.,https://dblp.org/rec/journals/jsac/DuYTH22,2022,"['Miao Du', 'Peng Yang', 'Wen Tian', 'Zhu Han 0001']",IEEE J. Sel. Areas Commun.,Journal Articles,closed,journals/jsac/DuYTH22,https://doi.org/10.1109/JSAC.2022.3213355
Smart-Contract-Based Automation for OF-RAN Processes: A Federated Learning Use-Case.,https://dblp.org/rec/journals/jsan/JijinSC22,2022,"['Jofina Jijin', 'Boon-Chong Seet', 'Peter Han Joo Chong']",J. Sens. Actuator Networks,Journal Articles,open,journals/jsan/JijinSC22,https://doi.org/10.3390/jsan11030053
Profiling gas consumption in solidity smart contracts.,https://dblp.org/rec/journals/jss/SorboLVVC22,2022,"['Andrea Di Sorbo', 'Sonia Laudanna', 'Anna Vacca', 'Corrado Aaron Visaggio', 'Gerardo Canfora']",J. Syst. Softw.,Journal Articles,closed,journals/jss/SorboLVVC22,https://doi.org/10.1016/j.jss.2021.111193
Vulpedia: Detecting vulnerable ethereum smart contracts via abstracted vulnerability signatures.,https://dblp.org/rec/journals/jss/YeMLMXZ22,2022,"['Jiaming Ye', 'Mingliang Ma', 'Yun Lin 0001', 'Lei Ma 0003', 'Yinxing Xue', 'Jianjun Zhao 0001']",J. Syst. Softw.,Journal Articles,closed,journals/jss/YeMLMXZ22,https://doi.org/10.1016/j.jss.2022.111410
Smart contract-based caching and data transaction optimization in mobile edge computing.,https://dblp.org/rec/journals/kbs/WangLHWL22,2022,"['Ge Wang', 'Chunlin Li 0001', 'Yong Huang', 'Xiangli Wang 0002', 'Youlong Luo']",Knowl. Based Syst.,Journal Articles,closed,journals/kbs/WangLHWL22,https://doi.org/10.1016/j.knosys.2022.109344
CCGIR: Information retrieval-based code comment generation method for smart contracts.,https://dblp.org/rec/journals/kbs/YangLCZYL22,2022,"['Guang Yang 0019', 'Ke Liu', 'Xiang Chen 0005', 'Yanlin Zhou', 'Chi Yu', 'Hao Lin']",Knowl. Based Syst.,Journal Articles,closed,journals/kbs/YangLCZYL22,https://doi.org/10.1016/j.knosys.2021.107858
Fair rewarding mechanism in music industry using smart contracts on public-permissionless blockchain.,https://dblp.org/rec/journals/mta/HalgamugeG22,2022,"['Malka N. Halgamuge', 'Dilmi Guruge']",Multim. Tools Appl.,Journal Articles,closed,journals/mta/HalgamugeG22,https://doi.org/10.1007/s11042-021-11078-6
Retraction Note: A remix IDE: smart contract-based framework for the healthcare sector by using Blockchain technology.,https://dblp.org/rec/journals/mta/LatifHJNR22a,2022,,Multim. Tools Appl.,Journal Articles,closed,journals/mta/LatifHJNR22a,https://doi.org/10.1007/s11042-022-13853-5
ISC-MTI: An IPFS and smart contract-based framework for machine learning model training and invocation.,https://dblp.org/rec/journals/mta/LinLGLW22,2022,"['Hao Lin 0003', 'Xiaolei Li', 'Haoyu Gao', 'Jie Li', 'Yongsheng Wang']",Multim. Tools Appl.,Journal Articles,closed,journals/mta/LinLGLW22,https://doi.org/10.1007/s11042-022-13163-w
Quantitative cooperation analysis among cross-chain smart contracts.,https://dblp.org/rec/journals/nca/SuGLS22,2022,"['Hong Su', 'Bing Guo', 'Jun Yu Lu', 'Xinhua Suo']",Neural Comput. Appl.,Journal Articles,closed,journals/nca/SuGLS22,https://doi.org/10.1007/s00521-022-06970-7
Helmholtz: A Verifier for Tezos Smart Contracts Based on Refinement Types.,https://dblp.org/rec/journals/ngc/NishidaSCKFSI22,2022,"['Yuki Nishida 0001', 'Hiromasa Saito', 'Ran Chen', 'Akira Kawata', 'Jun Furuse', 'Kohei Suenaga', 'Atsushi Igarashi']",New Gener. Comput.,Journal Articles,open,journals/ngc/NishidaSCKFSI22,https://doi.org/10.1007/s00354-022-00167-1
Optimal policy computing for blockchain based smart contracts via federated learning.,https://dblp.org/rec/journals/or/Dai22,2022,[],Oper. Res.,Journal Articles,closed,journals/or/Dai22,https://doi.org/10.1007/s12351-022-00723-z
A study of inline assembly in solidity smart contracts.,https://dblp.org/rec/journals/pacmpl/ChaliasosGL22,2022,"['Stefanos Chaliasos', 'Arthur Gervais', 'Benjamin Livshits']",Proc. ACM Program. Lang.,Journal Articles,open,journals/pacmpl/ChaliasosGL22,https://doi.org/10.1145/3563328
Synthesis-powered optimization of smart contracts via data type refactoring.,https://dblp.org/rec/journals/pacmpl/ChenWGDFD22,2022,"['Yanju Chen', 'Yuepeng Wang 0001', 'Maruth Goyal', 'James Dong', 'Yu Feng 0001', 'Isil Dillig']",Proc. ACM Program. Lang.,Journal Articles,open,journals/pacmpl/ChenWGDFD22,https://doi.org/10.1145/3563308
Elipmoc: advanced decompilation of Ethereum smart contracts.,https://dblp.org/rec/journals/pacmpl/GrechLTS22,2022,"['Neville Grech', 'Sifis Lagouvardos', 'Ilias Tsatiris', 'Yannis Smaragdakis']",Proc. ACM Program. Lang.,Journal Articles,open,journals/pacmpl/GrechLTS22,https://doi.org/10.1145/3527321
SigVM: enabling event-driven execution for truly decentralized smart contracts.,https://dblp.org/rec/journals/pacmpl/ZhaoBSCVL22,2022,"['Zihan Zhao', 'Sidi Mohamed Beillahi', 'Ryan Song', 'Yuxi Cai', 'Andreas G. Veneris', 'Fan Long']",Proc. ACM Program. Lang.,Journal Articles,open,journals/pacmpl/ZhaoBSCVL22,https://doi.org/10.1145/3563312
SoK: TEE-Assisted Confidential Smart Contract.,https://dblp.org/rec/journals/popets/LiWWGR22,2022,"['Rujia Li', 'Qin Wang 0008', 'Qi Wang 0012', 'David Galindo', 'Mark Ryan 0001']",Proc. Priv. Enhancing Technol.,Journal Articles,open,journals/popets/LiWWGR22,https://doi.org/10.56553/popets-2022-0093
A survey on security in consensus and smart contracts.,https://dblp.org/rec/journals/ppna/CaoZWL22,2022,"['Xuelian Cao', 'Jianhui Zhang', 'Xuechen Wu', 'Bo Liu 0033']",Peer-to-Peer Netw. Appl.,Journal Articles,closed,journals/ppna/CaoZWL22,https://doi.org/10.1007/s12083-021-01268-2
A Secure and Traceable Vehicles and Parts System Based on Blockchain and Smart Contract.,https://dblp.org/rec/journals/sensors/ChenZZTWS22,2022,"['Chin-Ling Chen', 'Zhi-Peng Zhu', 'Ming Zhou 0001', 'Woei-Jiunn Tsaur', 'Chih-Ming Wu', 'Hongyu Sun 0005']",Sensors,Journal Articles,open,journals/sensors/ChenZZTWS22,https://doi.org/10.3390/s22186754
A Machine-Learning-Blockchain-Based Authentication Using Smart Contracts for an IoHT System.,https://dblp.org/rec/journals/sensors/GaurPKAMW22,2022,"['Rajkumar Gaur', 'Shiva Prakash', 'Sanjay Kumar', 'Kumar Abhishek 0004', 'Mounira Msahli', 'Abdul Wahid']",Sensors,Journal Articles,open,journals/sensors/GaurPKAMW22,https://doi.org/10.3390/s22239074
Smart Contract Vulnerability Detection Model Based on Multi-Task Learning.,https://dblp.org/rec/journals/sensors/HuangZXL22,2022,"['Jing Huang 0003', 'Kuo Zhou', 'Ao Xiong', 'Dongmeng Li']",Sensors,Journal Articles,open,journals/sensors/HuangZXL22,https://doi.org/10.3390/s22051829
Representative Ring Signature Algorithm Based on Smart Contract.,https://dblp.org/rec/journals/sensors/LiYZYG22,2022,"['Qiude Li', 'Wenlong Yi', 'Xiaomin Zhao', 'Hua Yin', 'Igor Gerasimov']",Sensors,Journal Articles,open,journals/sensors/LiYZYG22,https://doi.org/10.3390/s22186805
A Decentralized Architecture for Trusted Dataset Sharing Using Smart Contracts and Distributed Storage.,https://dblp.org/rec/journals/sensors/PincheiraDVK22,2022,"['Miguel Pincheira', 'Elena Donini', 'Massimo Vecchio', 'Salil S. Kanhere']",Sensors,Journal Articles,open,journals/sensors/PincheiraDVK22,https://doi.org/10.3390/s22239118
SRE_BBC: A Self-Adaptive Security Enabled Requirements Engineering Approach for SLA Smart Contracts in Blockchain-Based Cloud Systems.,https://dblp.org/rec/journals/sensors/SinghL22,2022,"['Irish Singh', 'Seok-Won Lee']",Sensors,Journal Articles,open,journals/sensors/SinghL22,https://doi.org/10.3390/s22103903
CBGRU: A Detection Method of Smart Contract Vulnerability Based on a Hybrid Model.,https://dblp.org/rec/journals/sensors/ZhangCWJZCC22,2022,"['Lejun Zhang', 'Weijie Chen', 'Weizheng Wang', 'Zilong Jin', 'Chunhui Zhao', 'Zhennao Cai', 'Huiling Chen 0001']",Sensors,Journal Articles,open,journals/sensors/ZhangCWJZCC22,https://doi.org/10.3390/s22093577
SPCBIG-EC: A Robust Serial Hybrid Model for Smart Contract Vulnerability Detection.,https://dblp.org/rec/journals/sensors/ZhangLJWJZCC22,2022,"['Lejun Zhang', 'Yuan Li', 'Tianxing Jin', 'Weizheng Wang', 'Zilong Jin', 'Chunhui Zhao', 'Zhennao Cai', 'Huiling Chen 0001']",Sensors,Journal Articles,open,journals/sensors/ZhangLJWJZCC22,https://doi.org/10.3390/s22124621
A Novel Smart Contract Vulnerability Detection Method Based on Information Graph and Ensemble Learning.,https://dblp.org/rec/journals/sensors/ZhangWWJZCC22,2022,"['Lejun Zhang', 'Jinlong Wang', 'Weizheng Wang', 'Zilong Jin', 'Chunhui Zhao', 'Zhennao Cai', 'Huiling Chen 0001']",Sensors,Journal Articles,open,journals/sensors/ZhangWWJZCC22,https://doi.org/10.3390/s22093581
Research on a Covert Communication Model Realized by Using Smart Contracts in Blockchain Environment.,https://dblp.org/rec/journals/sj/ZhangZWJSC22,2022,"['Lejun Zhang', 'Zhijie Zhang', 'Weizheng Wang', 'Zilong Jin', 'Yansen Su', 'Huiling Chen 0001']",IEEE Syst. J.,Journal Articles,closed,journals/sj/ZhangZWJSC22,https://doi.org/10.1109/JSYST.2021.3057333
Role-Based Smart Contract: An Intelligent System for Scholarly Communication.,https://dblp.org/rec/journals/sncs/SivakumarC22,2022,"['Eashwar Sivakumar', 'Paras Chawla']",SN Comput. Sci.,Journal Articles,closed,journals/sncs/SivakumarC22,https://doi.org/10.1007/s42979-022-01163-4
The k + 1 Symmetric Test Pattern for Smart Contracts.,https://dblp.org/rec/journals/symmetry/Gorski22,2022,[],Symmetry,Journal Articles,open,journals/symmetry/Gorski22,https://doi.org/10.3390/sym14081686
Oblivious Access for Decentralized Database Systems: A New Asymmetric Framework from Smart Contracts.,https://dblp.org/rec/journals/symmetry/GuoCL22,2022,"['Zhong-Yi Guo', 'Yu-Chi Chen', 'Hsiu-Ping Lin']",Symmetry,Journal Articles,open,journals/symmetry/GuoCL22,https://doi.org/10.3390/sym14040680
Verifying the Smart Contracts of the Port Supply Chain System Based on Probabilistic Model Checking.,https://dblp.org/rec/journals/systems/LiuZYM22,2022,"['Yang Liu 0003', 'Ziyu Zhou', 'Yongsheng Yang', 'Yan Ma']",Syst.,Journal Articles,open,journals/systems/LiuZYM22,https://doi.org/10.3390/systems10010019
Precise Dynamic Symbolic Execution for Nonuniform Data Access in Smart Contracts.,https://dblp.org/rec/journals/tc/HuangJYL22,2022,"['Jianjun Huang 0001', 'Jiasheng Jiang', 'Wei You', 'Bin Liang 0002']",IEEE Trans. Computers,Journal Articles,closed,journals/tc/HuangJYL22,https://doi.org/10.1109/TC.2021.3092639
Smart Contract-Based Access Control Through Off-Chain Signature and On-Chain Evaluation.,https://dblp.org/rec/journals/tcasII/HaoHTZY22,2022,"['Jialu Hao', 'Cheng Huang 0001', 'Wenjuan Tang', 'Yang Zhang', 'Shuai Yuan']",IEEE Trans. Circuits Syst. II Express Briefs,Journal Articles,closed,journals/tcasII/HaoHTZY22,https://doi.org/10.1109/TCSII.2021.3125500
